moves,runtime(in seconds)
2012,0.1887
6870,2.0903
5688,1.8946
6065,2.9457
6492,0.8576
7295,1.2125
4927,0.5676
7765,1.5131
4553,0.5548
6822,0.9409
5248,1.0964
4912,0.6247
5745,2.2728
6155,1.1217
5584,1.8489
7310,1.9232
3763,0.3484
4593,0.5518
1087,0.1052
6195,0.7926
6655,1.3033
7153,1.6166
2622,0.2622
6068,0.7709
1344,0.0892
8668,3.2405
3997,0.4017
7582,7.0249
5995,5.8757
4000,0.3399
6413,2.5605
7747,1.8175
6953,1.4213
7597,2.2358
7017,3.0230
4593,0.5079
5993,0.6840
4184,0.4580
4878,0.6050
2922,0.2652
5625,1.6553
3271,0.3126
5314,1.1676
5404,0.5417
3395,0.2959
7767,1.8937
5570,0.8768
6095,0.7729
4344,0.5681
3034,0.2743
7259,2.0205
5888,2.9759
5264,0.5862
6523,1.7030
5739,1.7063
5704,0.6900
1668,0.1427
7399,1.2983
3636,0.4969
4432,0.6184
4307,0.5138
5913,1.0852
5713,0.9503
5992,0.7606
5422,0.7967
8626,5.7666
3179,0.2350
5671,0.7120
6405,1.3546
7605,2.9077
5387,1.6034
5856,1.2904
4789,0.7355
8491,6.0231
4166,0.4390
7545,1.4106
8414,2.8437
6136,0.6990
2719,0.2180
6097,2.3911
7950,4.3042
4954,0.7295
3950,0.4126
7147,3.2693
7158,2.5138
2938,0.3724
7422,3.1411
5381,0.7470
5462,2.1908
3905,0.3923
2406,0.2052
5593,1.3385
6551,1.8430
5803,1.7444
6114,1.2362
4547,0.5776
1648,0.1372
5893,1.0017
3522,0.4384
6244,1.1967
6457,0.9573
8053,4.8365
4402,0.6186
7281,3.0373
6470,1.4803
4798,0.7080
2057,0.1515
3055,0.3568
5474,0.8165
4830,0.5437
5472,0.8929
5587,1.4107
6902,1.1528
3910,0.4994
6033,3.7082
4086,0.4280
3338,0.3768
6653,1.0609
5816,0.8546
4909,0.7572
5593,0.6269
3329,0.2790
3577,0.4098
6021,0.7139
4914,0.6057
6661,3.6378
6444,3.2901
6158,1.6581
5751,0.7330
5777,1.6009
6667,4.4417
1107,0.1314
6463,1.4184
5548,0.7082
6783,1.2158
5698,1.0631
8117,1.8216
7457,1.4963
4838,0.6468
5797,0.8150
6961,1.1811
6158,2.9133
4174,0.6650
7286,1.6760
6454,1.3133
3389,0.3898
6075,6.0545
6362,0.8853
5630,0.8893
5348,1.0521
7284,2.4205
4321,0.5658
5687,5.0484
7072,1.3874
6264,0.7873
5453,0.7914
5447,1.1812
6407,0.9695
7116,1.4531
3479,0.3604
5495,0.6850
4242,0.4510
8173,2.4307
5662,0.7402
6615,1.8009
4716,0.7311
5497,0.7053
6034,1.1907
5862,0.8414
2871,0.2848
7991,9.1429
6138,2.1877
5638,1.4360
5144,1.5237
7493,2.7164
6767,1.1646
3860,0.5495
7070,1.2273
6242,1.1045
5632,0.8361
4813,0.5382
7047,1.1834
3616,0.3940
6147,0.8722
6233,1.2593
5379,1.7374
5589,1.5851
6384,0.8970
5592,0.7877
3062,0.3873
6847,1.5550
6345,3.6564
7423,1.7899
6055,0.7146
6704,1.0394
5803,1.6505
8139,4.2765
3077,0.2615
5314,1.2595
6494,1.4700
2928,0.2710
8232,2.0432
6979,2.5161
5752,0.7732
5664,1.0729
6361,1.2563
3633,0.4029
4767,0.5073
6812,0.8746
4566,0.6300
5382,0.9406
4148,0.4431
5048,0.6813
5786,0.7610
2123,0.1983
4740,0.6692
4398,0.5439
6722,4.9631
5384,1.4121
4447,0.4362
4469,0.6511
7054,1.3757
5691,0.8573
6394,1.5247
3685,0.3455
6427,1.3316
4877,0.7780
7469,1.8187
4465,0.4937
7836,4.5727
7436,2.5547
5376,0.8525
6452,3.2921
7056,2.1898
3714,0.3753
5350,1.4600
7536,1.2100
5312,0.6781
5072,1.1031
5720,1.1528
5586,1.0925
6083,1.6553
5911,0.9928
7197,2.1284
2300,0.1625
8536,5.2618
5934,1.3260
4836,1.2705
4974,1.1153
6039,1.0310
5906,0.8598
7714,1.9502
5967,1.1250
6903,1.3809
5432,0.5807
5122,1.2377
7182,1.8397
6354,0.9351
7008,1.3824
6072,3.1663
4960,0.6191
7690,2.4175
5138,1.1817
3404,0.4437
4214,0.5480
5746,0.7768
2301,0.2645
5280,1.5478
2356,0.2122
7079,2.7442
6785,4.5242
5850,1.1188
4910,0.6871
6911,3.2843
3872,0.4325
6371,2.0260
7693,1.5352
2598,0.2187
6714,3.1736
4665,0.4731
4736,0.8852
4075,0.3310
6391,0.8363
5500,0.5784
5434,0.6147
5947,0.6622
5322,1.2468
5587,0.9631
5249,0.5575
7152,2.2846
3640,0.3371
1501,0.1296
6149,1.5919
7234,2.6414
2462,0.2531
6087,2.5581
6119,0.8119
7316,1.1062
5383,2.8748
5908,1.4904
4359,0.4791
6010,1.0355
6970,1.6750
6723,2.2733
5119,1.0455
5296,1.0504
5989,1.1568
5078,0.5905
5521,1.0166
5389,1.0288
2099,0.1721
5408,0.9291
5070,0.5842
6487,1.1501
4893,0.4538
7871,1.3845
2731,0.2506
7229,1.1944
6844,2.6381
5118,0.8952
6942,1.2335
8553,5.8251
7826,2.4707
3900,0.4497
5571,1.0700
4424,0.5122
3991,0.4121
4688,0.5514
3201,0.3005
6131,1.3656
5669,0.7264
8375,5.6098
6523,1.0146
8398,3.3570
3762,0.3537
4695,0.5168
3389,0.3528
7235,1.0823
942,0.0722
7346,4.0235
6801,0.9584
7243,1.5888
5246,0.9121
1629,0.1499
7927,2.8669
3621,0.3727
5543,1.8113
2851,0.2702
8067,2.2975
4242,0.3786
6955,1.9691
8006,2.7305
4928,0.5808
7670,7.0504
5552,1.9370
7905,2.7429
4530,0.8391
5954,0.9079
8055,2.5844
5944,0.7244
6908,2.4183
6679,1.0607
6701,2.6420
4657,0.6998
5496,0.6628
6902,1.1491
7943,1.8050
7998,7.2432
1986,0.1810
8043,3.3726
6299,1.2773
4619,0.6011
7251,1.5437
6011,1.8444
7008,1.6773
7803,2.3254
5964,2.5053
5045,0.7305
5952,2.1450
5227,0.5983
7414,2.1006
7535,3.0406
6169,0.8414
5123,0.5210
4727,0.5528
2821,0.2293
2852,0.2633
1042,0.0714
6391,1.6581
4311,0.5628
6537,2.8394
5802,5.0082
3146,0.2702
5054,0.8103
5961,1.3561
7895,3.0667
4263,0.3881
4268,0.4059
5737,0.7103
6068,1.4356
4132,0.4605
5076,0.5840
6881,0.8707
6285,1.4223
6124,2.1147
2390,0.2129
4723,1.0347
7859,1.7561
3753,0.4673
5339,1.0184
5269,1.5474
5297,1.4437
4823,0.4784
5149,1.0649
5261,0.7602
6163,3.2293
5973,2.0620
3643,0.3701
4590,0.6357
6619,1.4558
6216,0.9972
4228,0.7416
5245,1.5808
6276,0.8456
4475,0.5344
5600,0.6262
5368,0.8570
4929,0.5801
7274,3.7283
7022,2.0938
6655,1.1085
6796,1.3266
5508,0.7742
8405,2.5951
7704,6.2312
6107,1.0821
4329,0.5116
7902,2.7477
7644,2.6190
5458,1.2007
7313,1.7870
5735,1.3302
2277,0.1857
6371,1.7207
5860,0.8901
8021,5.5038
8361,3.6966
8192,2.6018
3482,0.3965
7560,3.6064
5956,2.0390
6427,1.2103
4763,0.6204
4323,0.4535
4448,0.7300
6183,1.1327
6469,2.0954
5886,0.9895
4413,0.7063
6616,0.9122
7366,1.2830
4804,0.5926
7864,4.9582
6725,1.2222
6474,0.9533
3410,0.3270
7852,6.2175
6813,2.5819
3583,0.4151
7038,2.1349
7313,1.5082
5049,1.3672
6276,2.2869
5749,0.8863
7747,3.2676
1866,0.1300
6299,1.3207
3060,0.2561
6052,0.8928
5439,1.8136
6560,1.3493
7649,2.8430
6726,0.9205
4386,0.5705
6800,1.8574
6222,2.2761
1397,0.1205
8092,1.8309
7137,1.0449
7545,2.2493
3692,0.4132
6196,0.9718
5842,1.0327
3625,0.4128
5701,2.0989
5995,3.6816
4946,0.7827
7043,2.5349
7805,1.7906
5455,0.7776
3937,0.5215
7593,1.6720
7510,2.2414
4488,0.7516
2626,0.2431
2646,0.2499
5895,0.9628
8063,3.6136
6956,1.1589
6017,1.8988
6688,1.2826
4657,0.9365
6381,0.9486
6974,1.2233
3260,0.4222
6332,1.2509
5255,1.5894
5185,0.9742
7940,3.4650
3843,0.4161
5233,0.7382
7444,2.0794
7263,2.2697
5374,1.5194
8025,4.2860
6721,2.4030
3776,0.3734
7158,2.6633
4193,0.4706
4774,0.9380
3943,0.3652
4906,0.8349
6108,1.2848
8125,2.1391
5897,0.7888
5640,0.9391
7260,1.6695
6825,1.2444
7693,5.2711
4192,0.5272
5828,2.6448
5198,0.6895
3104,0.3136
7528,1.4593
5300,1.4914
6253,2.0348
6901,1.0056
6889,1.1485
5705,0.7194
6801,0.9690
7110,3.6171
6881,1.1485
7860,2.3482
6972,1.6695
4502,0.5417
6612,1.5646
3875,0.3518
6409,1.0768
5649,1.9125
7535,1.3512
6725,0.9968
6377,1.2203
7217,1.5444
6350,1.6521
6503,1.5961
3681,0.3950
5911,0.9768
6265,0.7764
6922,1.2255
4493,0.5938
5915,0.8593
4283,0.4666
5595,4.7077
5443,0.7597
4968,0.6112
2386,0.1930
4194,0.5936
3968,0.4612
5089,0.6259
8245,2.7115
4898,0.7285
4936,0.9528
7821,1.3399
6822,1.0447
4647,0.7227
5850,1.9802
3718,0.5425
5373,0.5327
6417,1.7814
5378,1.2126
8372,2.3650
8252,2.6766
5332,1.3062
5051,1.1439
5687,0.6974
3579,0.3425
5949,1.7009
7672,2.4624
4578,0.6389
4092,0.3805
5293,0.9572
1825,0.1642
7941,2.2951
8045,2.2619
3936,0.3923
6188,1.6797
4585,0.5989
6834,2.0673
5184,1.0208
3370,0.4354
5479,0.6182
4596,0.4526
6025,1.2357
6528,1.5933
7513,2.1670
6060,4.7389
7344,1.4134
5876,2.4614
7078,1.4702
7887,2.1580
1844,0.1798
3261,0.3371
3079,0.3013
4793,0.8438
6917,2.7032
3490,0.4207
6515,3.2336
3190,0.4646
4350,0.4043
6522,1.6583
6753,1.7322
6610,3.8304
8131,3.1991
3572,0.3855
7404,1.9209
7577,2.2533
4445,0.5363
6344,2.4237
3601,0.4629
5667,2.4108
6591,0.9711
1796,0.1600
6099,1.0660
4902,0.8883
4669,0.7495
6020,1.2446
7048,2.3404
7401,2.7941
4650,0.6647
7714,2.8846
4086,0.3787
6448,1.5649
6514,0.9057
5266,0.7738
8454,4.1440
5663,4.4105
6515,1.3462
5025,1.3734
4117,0.4568
5445,1.1656
4055,0.4294
6397,0.9169
5695,0.8517
3887,0.7935
4622,0.6712
7171,2.4730
4203,0.4965
2506,0.2612
4640,0.5739
2570,0.3827
3982,0.4281
5838,0.9506
6512,2.2070
3183,0.5783
7298,2.2057
2810,0.2753
7829,3.0020
6472,4.3058
5372,1.0546
4669,0.6363
6742,1.0187
6206,1.5838
4996,0.7066
6079,2.5580
6964,1.2186
4211,0.6209
5492,0.5563
6407,1.3332
6248,1.2643
5897,3.2371
5205,0.6050
4699,0.7284
5973,3.1620
3482,0.3154
7863,3.1818
3790,0.4430
2222,0.1928
5698,5.1645
6112,3.8278
4861,0.6348
7051,2.3324
5079,0.5610
3449,0.4261
2607,0.2573
6556,2.1371
5315,0.6697
4016,0.4027
6315,0.9269
2887,0.2894
5450,0.8557
7232,1.6087
6234,1.0971
6827,1.1930
3912,0.4121
5808,1.2790
5939,1.1565
5420,1.1494
6023,1.3215
7585,8.3430
5673,0.8398
3451,0.3068
4839,0.7520
5914,4.9082
6551,1.4829
3276,0.2686
4538,0.4048
8137,2.0497
3598,0.4150
8217,2.3560
5545,1.0394
5955,0.8027
6215,0.7496
5711,1.0719
7865,2.3943
5654,2.6813
5054,1.0272
5757,0.7511
4949,0.6182
4706,0.8287
5612,0.8728
8073,6.3969
3280,0.2849
6103,0.9649
5660,1.5439
5174,0.8924
5189,1.0247
6150,1.6857
5827,1.4467
3750,0.4350
8508,2.1180
6173,0.6939
6737,0.9515
6578,0.8483
3463,0.2975
8338,2.2789
5520,0.7975
8390,2.2804
7749,1.9883
7924,2.0189
7098,1.1388
3551,0.3607
7565,2.1537
5934,1.0787
6780,1.3062
6785,2.0460
4326,0.4512
7264,2.9632
6543,0.9021
5307,1.7218
3626,0.3108
3852,0.3432
6075,0.8530
3418,0.3641
5663,2.6587
7367,1.6188
2249,0.2713
6749,1.3994
7488,1.3546
1188,0.0986
7206,1.6411
5248,0.5792
4188,0.4222
7065,1.2606
7001,2.5964
7328,1.8727
5011,0.8664
5492,0.7024
1255,0.1013
7749,2.2057
6486,1.0566
3774,0.3257
7984,1.7266
4707,0.5342
2780,0.2927
8141,3.0479
6651,1.0562
6322,0.8682
6445,2.1455
5585,1.4792
6830,1.9806
7951,3.0819
5149,1.0132
5728,0.6833
1853,0.1847
6514,1.5292
4733,0.4461
5777,0.6926
7391,2.6750
2772,0.2663
7272,1.2740
6725,0.8195
5123,0.7245
4531,0.4603
7328,3.0568
7202,1.4437
6768,1.7949
3448,0.3115
5715,1.2410
3390,0.4350
6071,1.0661
6906,2.6894
4595,0.6291
3783,0.3538
3446,0.3111
6681,1.0274
2810,0.3420
6833,1.0420
6054,1.0011
7915,3.2783
2429,0.2274
3450,0.4561
5381,1.4351
